Id;ClasseImovel;ClasseZona;Fachada;TamanhoLote;Rua;FormaProp;PlanoProp;Servicos;ConfigLote;InclinacaoLote;Bairro;Estrada1;Estrada2;TipoHabitacao;EstiloHabitacao;Qualidade;Condicao;AnoConstrucao;AnoReforma;TipoTelhado;MaterialTelhado;Exterior1;Exterior2;TipoAlvenaria;AreaAlvenaria;QualidadeCobertura;CondicaoExterna;TipoFundacao;AlturaPorao;CondicaoPorao;ParedePorao;TipoAcabPorao1;AreaAcabPorao1;TipoAcabPorao2;AreaAcabPorao2;AreaInacabPorao;AreaPorao;Aquecimento;QualidadeAquecimento;ArCentral;InstalacaoEletrica;AreaTerreo;Area2Andar;BaixaQualiAreaAcab;AreaConstruida;BanheiroPorao;LavaboPorao;Banheiro;Lavabo;BedroomAbvGr;KitchenAbvGr;QualidadeCozinha;TotalQuartos;Funcionalidade;Lareira;LocalGaragem;AnoGaragem;AcabamentoGaragem;CarrosGaragem;AreaGaragem;QualidadeGaragem;CondicaoGaragem;EntradaPavimentada;AreaDeck;AreaVarandaAberta;AreaVarandaFechada;AreaVaranda3Estacoes;AreaAlpendre;AreaPiscina;ValorOutros;MesVenda;AnoVenda;TipoVenda;CondicaoVenda;PrecoVenda;AreaExt;Precom2;Quartosm2
584;75;RM;75,0;13500;Pave;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Artery;PosA;1Fam;2.5Unf;10;9;1893;2000;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;Ex;Ex;BrkTil;TA;TA;No;Unf;0;Unf;0;1237;1237;GasA;Gd;Y;SBrkr;1521;1254;0;2775;0;0;3;1;3;1;Gd;9;Typ;1;Detchd;1988,0;Unf;2;880;Gd;TA;Y;105;502;0;0;0;0;0;7;2008;WD;Normal;325000;607;724,1171171171171;607,0032432432432
585;50;RM;51,0;6120;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;4;7;1935;1995;Gable;CompShg;AsbShng;AsbShng;None;0,0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;884;884;GasA;Ex;Y;SBrkr;989;584;0;1573;0;0;1;0;3;1;Gd;6;Typ;0;Detchd;1935,0;Unf;1;240;TA;TA;Y;0;0;54;0;120;0;0;7;2009;WD;Normal;133000;54;138,5518118245391;54,00381436745073
586;20;RL;88,0;11443;Pave;Reg;Lvl;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;1Story;8;5;2005;2006;Hip;CompShg;VinylSd;VinylSd;BrkFace;208,0;Gd;TA;PConc;Ex;TA;Gd;GLQ;1460;Unf;0;408;1868;GasA;Ex;Y;SBrkr;2028;0;0;2028;1;0;2;0;2;1;Gd;7;Typ;2;Attchd;2005,0;RFn;3;880;TA;TA;Y;326;66;0;0;0;0;0;3;2006;New;Partial;369900;392;574,396449704142;392,0034516765286
587;30;RL;55,0;10267;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;RRAn;Norm;1Fam;1Story;6;7;1918;2000;Gable;CompShg;Stucco;Wd Shng;None;0,0;TA;Gd;BrkTil;TA;Gd;Mn;Rec;210;ALQ;606;0;816;GasA;Ex;Y;SBrkr;838;0;0;838;1;0;1;0;2;1;Fa;5;Typ;0;Detchd;1961,0;Fin;1;275;TA;TA;N;0;0;112;0;0;0;0;5;2008;WD;Normal;130000;112;267,1312649164678;112,00596658711217
588;85;RL;74,0;8740;Pave;IR1;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;SFoyer;5;6;1982;1982;Hip;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;TA;TA;Av;ALQ;672;Unf;0;168;840;GasA;TA;Y;SBrkr;860;0;0;860;1;0;1;0;2;1;TA;4;Typ;0;Detchd;1996,0;Unf;2;528;TA;TA;Y;0;0;0;0;0;0;0;7;2009;WD;Normal;137000;0;159,30232558139534;0,004651162790697674
589;20;RL;65,0;25095;Pave;IR1;Low;AllPub;Inside;Sev;ClearCr;Norm;Norm;1Fam;1Story;5;8;1968;2003;Flat;Tar&Grv;Wd Sdng;Wd Sdng;None;0,0;TA;TA;CBlock;TA;TA;Gd;GLQ;1324;Unf;0;113;1437;GasA;Ex;Y;SBrkr;1473;0;0;1473;2;0;1;0;1;1;Ex;5;Typ;2;Attchd;1968,0;Unf;1;452;TA;TA;Y;0;48;0;0;60;0;0;6;2009;WD;Partial;143000;48;145,08078750848608;48,003394433129664
590;40;RM;50,0;9100;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;RRAn;Feedr;1Fam;1Story;5;6;1930;1960;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;742;742;GasA;TA;Y;FuseA;779;0;156;935;0;0;1;0;2;1;TA;4;Typ;0;Detchd;1988,0;Unf;1;308;TA;TA;P;0;0;0;0;0;0;600;8;2008;WD;Normal;79500;0;85,02673796791444;0,0042780748663101605
591;60;RL;64,0;8320;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;No;GLQ;490;Unf;0;280;770;GasA;Ex;Y;SBrkr;770;812;0;1582;0;0;2;1;3;1;Gd;6;Typ;0;Attchd;2004,0;RFn;2;520;TA;TA;Y;0;45;0;0;0;0;0;9;2008;WD;Normal;185900;45;162,5094816687737;45,00379266750948
592;60;RL;97,0;13478;Pave;IR1;Lvl;AllPub;Corner;Gtl;NridgHt;Norm;Norm;1Fam;2Story;10;5;2008;2008;Gable;CompShg;CemntBd;CmentBd;Stone;420,0;Ex;TA;PConc;Ex;TA;Gd;GLQ;1338;Unf;0;384;1722;GasA;Ex;Y;SBrkr;1728;568;0;2296;1;0;2;1;3;1;Ex;10;Typ;1;BuiltIn;2008,0;RFn;3;842;TA;TA;Y;382;274;0;0;0;0;0;6;2009;ConLI;Normal;451950;656;852,8423344947735;656,0043554006969
593;20;RL;60,0;6600;Pave;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;5;8;1982;2003;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;Gd;PConc;TA;Gd;No;GLQ;816;Unf;0;0;816;GasA;Ex;Y;SBrkr;816;0;0;816;1;0;1;0;2;1;TA;4;Typ;0;Detchd;1985,0;Fin;2;816;TA;TA;Y;0;0;0;0;0;0;0;6;2008;WD;Normal;138000;0;169,11764705882354;0,004901960784313725
594;120;RM;;4435;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;TwnhsE;1Story;6;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;BrkFace;170,0;Gd;TA;PConc;Gd;TA;Av;GLQ;685;Unf;0;163;848;GasA;Ex;Y;SBrkr;848;0;0;848;1;0;1;0;1;1;Gd;4;Typ;0;Attchd;2003,0;Fin;2;420;TA;TA;Y;140;0;0;0;0;0;0;5;2009;WD;Normal;140000;140;305,09433962264154;140,00471698113208
595;20;RL;88,0;7990;Pave;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;6;1975;1975;Hip;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;924;924;GasA;TA;Y;SBrkr;924;0;0;924;0;0;1;0;3;1;TA;5;Typ;0;Detchd;1981,0;Unf;1;280;TA;TA;Y;0;0;0;0;0;0;0;4;2008;WD;Normal;110000;0;119,04761904761905;0,005411255411255411
596;20;RL;69,0;11302;Pave;IR1;Lvl;AllPub;Inside;Gtl;StoneBr;Norm;Norm;1Fam;1Story;8;5;2005;2006;Gable;CompShg;VinylSd;Other;BrkFace;238,0;Gd;TA;PConc;Gd;TA;Gd;GLQ;1422;Unf;0;392;1814;GasA;Ex;Y;SBrkr;1826;0;0;1826;1;0;2;0;3;1;Gd;7;Typ;1;Attchd;2005,0;Fin;3;758;TA;TA;Y;180;75;0;0;120;0;0;8;2006;New;Partial;319000;255;429,69879518072287;255,0038335158817
597;70;RM;60,0;3600;Pave;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;2Story;6;7;1910;1993;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;684;684;GasA;Ex;N;FuseA;684;684;0;1368;0;0;1;0;3;1;TA;7;Typ;0;Detchd;1930,0;Unf;1;216;TA;Fa;N;0;158;0;0;0;0;0;10;2006;WD;Normal;114504;158;241,70175438596493;158,00511695906434
598;120;RL;53,0;3922;Pave;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;7;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;BrkFace;72,0;Gd;TA;PConc;Ex;TA;Av;Unf;0;Unf;0;1258;1258;GasA;Ex;Y;SBrkr;1402;0;0;1402;0;2;0;2;2;1;Gd;7;Typ;1;Attchd;2006,0;Fin;3;648;TA;TA;Y;120;16;0;0;0;0;0;2;2007;New;Partial;194201;136;274,51711840228245;136,0049928673324
599;20;RL;80,0;12984;Pave;Reg;Bnk;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;1Story;5;6;1977;1977;Gable;CompShg;Plywood;Plywood;BrkFace;459,0;TA;TA;CBlock;Gd;TA;Mn;ALQ;1283;LwQ;147;0;1430;GasA;Ex;Y;SBrkr;1647;0;0;1647;1;0;2;0;3;1;Gd;7;Typ;1;Attchd;1977,0;Fin;2;621;TA;TA;Y;0;0;0;0;0;0;0;3;2006;WD;Normal;217500;0;132,05828779599273;0,004250151791135397
600;160;RM;24,0;1950;Pave;Reg;Lvl;AllPub;Inside;Gtl;Blueste;Norm;Norm;Twnhs;2Story;6;6;1980;1980;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;Gd;CBlock;Gd;TA;No;LwQ;81;GLQ;612;23;716;GasA;TA;Y;SBrkr;716;840;0;1556;1;0;2;1;3;1;TA;6;Typ;1;Attchd;1980,0;Fin;2;452;TA;TA;Y;161;0;0;0;0;0;0;7;2008;COD;Normal;151000;161;258,04370179948586;161,00385604113112
601;60;RL;74,0;10927;Pave;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;8;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;BrkFace;280,0;Gd;TA;PConc;Gd;TA;Av;GLQ;546;Unf;0;512;1058;GasA;Ex;Y;SBrkr;1058;846;0;1904;1;0;2;1;3;1;Ex;8;Typ;1;BuiltIn;2003,0;Fin;2;736;TA;TA;Y;179;60;0;0;0;0;0;6;2006;WD;Normal;275000;239;383,4327731092437;239,00420168067228
602;50;RM;50,0;9000;Pave;Reg;Bnk;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1.5Fin;6;6;1937;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;TA;Gd;PConc;TA;TA;No;Unf;0;Unf;0;780;780;GasA;TA;Y;SBrkr;780;595;0;1375;0;0;1;1;3;1;Gd;6;Typ;1;Detchd;1979,0;Unf;1;544;TA;TA;P;0;162;0;0;126;0;0;12;2007;WD;Normal;141000;162;264,54545454545456;162,00436363636365
603;60;RL;80,0;10041;Pave;IR1;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;8;5;1992;1992;Gable;CompShg;HdBoard;HdBoard;None;0,0;Gd;TA;PConc;Gd;TA;Mn;GLQ;789;Unf;0;119;908;GasA;Ex;Y;SBrkr;927;988;0;1915;1;0;2;1;3;1;Gd;8;Typ;1;Attchd;1992,0;Fin;2;506;TA;TA;Y;120;150;0;0;0;0;0;2;2006;WD;Abnorml;220000;270;384,88250652741516;270,0041775456919
604;160;FV;30,0;3182;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;None;0,0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;600;600;GasA;Ex;Y;SBrkr;600;600;0;1200;0;0;2;1;2;1;Gd;4;Typ;0;Detchd;2004,0;RFn;2;480;TA;TA;Y;0;172;0;0;0;0;0;6;2010;WD;Normal;151000;172;297,8333333333333;172,00333333333333
605;20;RL;88,0;12803;Pave;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;BrkFace;99,0;Gd;TA;PConc;Gd;TA;Mn;GLQ;922;Unf;0;572;1494;GasA;Ex;Y;SBrkr;1494;0;0;1494;1;0;2;0;3;1;Gd;6;Typ;1;Attchd;2002,0;RFn;2;530;TA;TA;Y;192;36;0;0;0;0;0;9;2008;WD;Normal;221000;228;375,9250334672022;228,00401606425703
606;60;RL;85,0;13600;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;2Story;7;6;1965;1990;Gable;CompShg;HdBoard;HdBoard;BrkFace;176,0;TA;TA;CBlock;TA;TA;No;BLQ;454;Unf;0;314;768;GasA;TA;Y;SBrkr;1186;800;0;1986;0;0;2;1;3;1;TA;7;Typ;3;Attchd;1965,0;Unf;2;486;TA;TA;Y;0;42;0;0;189;0;0;10;2009;WD;Normal;205000;42;145,22255790533737;42,00352467270896
607;20;RL;82,0;12464;Pave;IR2;Low;AllPub;Corner;Mod;CollgCr;Norm;Norm;1Fam;1Story;5;5;1996;1996;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;Gd;PConc;Gd;TA;No;GLQ;732;Unf;0;308;1040;GasA;Gd;Y;SBrkr;1040;0;0;1040;1;0;1;0;3;1;Gd;6;Typ;0;Detchd;2000,0;Unf;2;576;TA;TA;Y;168;0;0;0;0;0;0;11;2009;WD;Normal;152000;168;314,1538461538462;168,00576923076923
608;20;RL;78,0;7800;Pave;Reg;Bnk;AllPub;Inside;Mod;Edwards;Norm;Norm;1Fam;2Story;5;8;1948;2002;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;Gd;CBlock;TA;Gd;No;GLQ;603;Unf;0;293;896;GasA;Ex;Y;SBrkr;1112;896;0;2008;1;0;3;0;3;1;Ex;8;Typ;0;Attchd;1948,0;Unf;1;230;TA;TA;Y;103;0;0;0;0;0;0;8;2006;WD;Normal;225000;103;215,05179282868528;103,00398406374502
609;70;RL;78,0;12168;Pave;Reg;HLS;AllPub;Inside;Mod;Crawfor;Norm;Norm;1Fam;2Story;8;6;1934;1998;Gable;CompShg;BrkFace;Wd Sdng;None;0,0;TA;TA;PConc;Gd;TA;Mn;BLQ;428;Unf;0;537;965;GasA;TA;Y;SBrkr;1940;1254;0;3194;0;0;2;1;4;1;TA;10;Typ;2;Basment;1934,0;Unf;2;380;TA;TA;Y;0;0;0;0;0;0;0;9;2007;WD;Alloca;359100;0;112,42955541640576;0,0031308703819661866
610;20;RL;61,0;7943;Pave;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Feedr;Norm;1Fam;1Story;4;5;1961;1961;Gable;CompShg;VinylSd;VinylSd;BrkCmn;192,0;TA;Fa;CBlock;TA;TA;Mn;Rec;903;Unf;0;126;1029;GasA;Gd;Y;SBrkr;1029;0;0;1029;1;0;1;0;3;1;TA;5;Typ;0;Attchd;1961,0;Unf;1;261;TA;TA;Y;64;0;39;0;0;0;0;4;2007;WD;Normal;118500;103;218,1603498542274;103,00485908649173
611;60;RL;;11050;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;PosN;Norm;1Fam;2Story;9;5;2000;2000;Hip;CompShg;VinylSd;VinylSd;BrkFace;204,0;Gd;TA;PConc;Ex;TA;Mn;GLQ;904;Unf;0;536;1440;GasA;Ex;Y;SBrkr;1476;677;0;2153;1;0;2;1;3;1;Ex;8;Typ;2;Attchd;2000,0;Fin;3;736;TA;TA;Y;253;142;0;0;0;0;0;5;2009;WD;Normal;313000;395;540,3785415699025;395,0037157454714
612;80;RL;;10395;Pave;IR1;Lvl;AllPub;FR2;Gtl;NWAmes;Norm;Norm;1Fam;SLvl;6;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;BrkFace;233,0;TA;TA;CBlock;Gd;TA;Av;ALQ;605;Unf;0;427;1032;GasA;TA;Y;SBrkr;1032;0;0;1032;0;1;2;0;3;1;TA;6;Typ;1;Attchd;1978,0;Unf;2;564;TA;TA;Y;0;0;0;0;0;0;500;7;2007;WD;Normal;148000;0;143,4108527131783;0,005813953488372093
613;60;RL;;11885;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;8;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;BrkFace;108,0;Gd;TA;PConc;Gd;TA;Av;GLQ;990;Unf;0;309;1299;GasA;Ex;Y;SBrkr;1299;573;0;1872;1;0;2;1;3;1;Ex;7;Typ;1;BuiltIn;2001,0;RFn;2;531;TA;TA;Y;160;122;0;0;0;0;0;11;2009;WD;Normal;261500;282;421,6901709401709;282,0037393162393
614;20;RL;70,0;8402;Pave;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Feedr;Norm;1Fam;1Story;5;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;PConc;Gd;TA;No;ALQ;206;Unf;0;914;1120;GasA;Ex;Y;SBrkr;1120;0;0;1120;0;0;1;0;3;1;TA;6;Typ;0;;;;0;0;;;Y;0;30;0;0;0;0;0;12;2007;New;Partial;147000;30;161,25;30,005357142857143
615;180;RM;21,0;1491;Pave;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;TwnhsE;SFoyer;4;6;1972;1972;Gable;CompShg;CemntBd;CmentBd;None;0,0;TA;TA;CBlock;Gd;TA;Av;LwQ;150;GLQ;480;0;630;GasA;Ex;Y;SBrkr;630;0;0;630;1;0;1;0;1;1;TA;3;Typ;0;;;;0;0;;;Y;96;24;0;0;0;0;0;5;2010;WD;Normal;75500;120;239,84126984126982;120,0047619047619
616;85;RL;80,0;8800;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Feedr;Norm;1Fam;SFoyer;6;7;1963;1963;Gable;CompShg;MetalSd;MetalSd;BrkFace;156,0;TA;Gd;PConc;TA;TA;Gd;GLQ;763;Unf;0;173;936;GasA;Ex;Y;SBrkr;1054;0;0;1054;1;0;1;0;3;1;Gd;6;Typ;0;Attchd;1963,0;RFn;2;480;TA;TA;Y;120;0;0;0;0;0;0;5;2010;WD;Abnorml;137500;120;250,45540796963948;120,00569259962049
617;60;RL;;7861;Pave;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;2002;2003;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;No;GLQ;457;Unf;0;326;783;GasA;Ex;Y;SBrkr;807;702;0;1509;1;0;2;1;3;1;Gd;7;Typ;1;Attchd;2002,0;Fin;2;393;TA;TA;Y;100;75;0;0;0;0;0;6;2006;WD;Normal;183200;175;296,40490390987406;175,00463883366467
618;45;RL;59,0;7227;Pave;Reg;HLS;AllPub;Corner;Mod;NAmes;Artery;Norm;1Fam;1.5Unf;6;6;1954;1954;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;832;832;GasA;Gd;Y;SBrkr;832;0;0;832;0;0;1;0;2;1;Gd;4;Typ;0;Detchd;1962,0;Unf;2;528;TA;TA;Y;0;0;0;0;0;0;0;6;2008;WD;Normal;105500;0;126,80288461538461;0,004807692307692308
619;20;RL;90,0;11694;Pave;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;9;5;2007;2007;Hip;CompShg;CemntBd;CmentBd;BrkFace;452,0;Ex;TA;PConc;Ex;TA;Av;GLQ;48;Unf;0;1774;1822;GasA;Ex;Y;SBrkr;1828;0;0;1828;0;0;2;0;3;1;Gd;9;Typ;1;Attchd;2007,0;Unf;3;774;TA;TA;Y;0;108;0;0;260;0;0;7;2007;New;Partial;314813;108;280,2171772428884;108,00492341356674
620;60;RL;85,0;12244;Pave;Reg;Lvl;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;2Story;8;5;2003;2003;Hip;CompShg;VinylSd;VinylSd;Stone;226,0;Gd;TA;PConc;Gd;TA;Gd;GLQ;871;Unf;0;611;1482;GasA;Ex;Y;SBrkr;1482;780;0;2262;1;0;2;1;4;1;Gd;10;Typ;2;Attchd;2003,0;Fin;3;749;TA;TA;Y;168;0;0;0;0;0;0;8;2008;WD;Normal;305000;168;302,8364279398762;168,00442086648982
621;30;RL;45,0;8248;Pave;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;3;3;1914;1950;Gable;CompShg;Stucco;Stucco;None;0,0;TA;TA;BrkTil;TA;TA;No;BLQ;41;Unf;0;823;864;GasA;TA;N;FuseF;864;0;0;864;1;0;1;0;2;1;TA;5;Typ;0;;;;0;0;;;N;0;0;100;0;0;0;0;9;2008;WD;Normal;67000;100;177,5462962962963;100,00578703703704
622;60;RL;90,0;10800;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;2Story;6;7;1974;1997;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;TA;TA;No;ALQ;956;Rec;182;384;1522;GasA;TA;Y;SBrkr;1548;1066;0;2614;0;0;2;1;4;1;TA;9;Typ;1;Attchd;1974,0;RFn;2;624;TA;TA;Y;38;243;0;0;0;0;0;6;2008;WD;Normal;240000;281;372,8133129303749;281,0034429992349
623;20;RL;71,0;7064;Pave;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;6;1977;1977;Gable;CompShg;Plywood;Plywood;BrkFace;153,0;TA;TA;CBlock;TA;TA;No;BLQ;560;Unf;0;420;980;GasA;TA;Y;SBrkr;980;0;0;980;0;0;1;0;3;1;TA;6;Typ;0;Detchd;1986,0;Unf;2;484;TA;TA;Y;192;0;0;0;0;0;0;7;2009;WD;Normal;135000;192;329,7551020408163;192,0061224489796
624;160;FV;;2117;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;BrkFace;513,0;Gd;TA;PConc;Gd;TA;No;GLQ;420;Unf;0;336;756;GasA;Ex;Y;SBrkr;756;756;0;1512;0;0;2;1;2;1;Gd;4;Typ;1;Detchd;2000,0;Unf;2;440;TA;TA;Y;0;32;0;0;0;0;0;6;2007;WD;Normal;168500;32;143,44179894179894;32,0026455026455
625;60;RL;80,0;10400;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;2Story;6;5;1972;1972;Gable;CompShg;VinylSd;VinylSd;None;288,0;TA;TA;CBlock;TA;TA;No;Rec;247;Unf;0;485;732;GasA;Gd;Y;SBrkr;1012;778;0;1790;1;0;1;2;4;1;TA;8;Min2;1;Attchd;1972,0;RFn;2;484;TA;TA;Y;148;0;0;0;147;0;0;11;2006;WD;Normal;165150;148;240,26256983240222;148,004469273743
626;20;RL;87,0;10000;Pave;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;6;1962;1962;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;261,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1116;1116;GasA;TA;Y;SBrkr;1116;0;0;1116;0;0;1;1;3;1;TA;5;Typ;0;Attchd;1962,0;Unf;2;440;TA;TA;Y;0;0;0;0;385;0;0;2;2010;WD;Normal;160000;0;143,36917562724014;0,004480286738351254
627;20;RL;;12342;Pave;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1960;1978;Hip;CompShg;Wd Sdng;Wd Sdng;None;0,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;978;978;GasA;TA;Y;SBrkr;1422;0;0;1422;0;0;1;0;3;1;TA;6;Min1;1;Attchd;1960,0;RFn;1;286;TA;TA;Y;0;0;36;0;0;0;600;8;2007;WD;Normal;139900;36;134,38255977496482;36,0042194092827
628;80;RL;80,0;9600;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;SLvl;6;6;1955;1972;Gable;CompShg;AsbShng;AsbShng;BrkFace;164,0;TA;TA;CBlock;TA;TA;Av;BLQ;674;LwQ;132;350;1156;GasA;Ex;Y;SBrkr;1520;0;0;1520;1;0;1;0;3;1;TA;7;Typ;2;Basment;1955,0;RFn;1;364;TA;TA;Y;0;0;189;0;0;0;0;3;2010;WD;Normal;153000;189;289,6578947368421;189,00460526315788
629;60;RL;70,0;11606;Pave;IR1;HLS;AllPub;Inside;Sev;NAmes;Norm;Norm;1Fam;2Story;5;5;1969;1969;Gable;CompShg;Plywood;Plywood;BrkFace;192,0;TA;TA;PConc;Gd;TA;Av;Rec;650;Unf;0;390;1040;GasA;TA;Y;SBrkr;1040;1040;0;2080;0;1;1;2;5;1;Fa;9;Typ;2;Attchd;1969,0;Unf;2;504;TA;TA;Y;335;0;0;0;0;0;0;9;2007;WD;Family;135000;335;399,9038461538462;335,0043269230769
630;80;RL;82,0;9020;Pave;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Feedr;Norm;1Fam;SLvl;6;5;1964;1964;Gable;WdShngl;Plywood;Wd Sdng;BrkFace;259,0;TA;TA;CBlock;TA;TA;Gd;GLQ;624;Rec;336;288;1248;GasA;TA;Y;SBrkr;1350;0;0;1350;1;0;1;1;3;1;TA;6;Typ;0;Attchd;1964,0;RFn;2;520;TA;TA;Y;176;0;0;0;0;0;0;6;2008;WD;Normal;168500;176;300,8148148148148;176,00444444444443
631;70;RM;50,0;9000;Pave;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Artery;Norm;1Fam;2Story;5;6;1880;1991;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;BrkTil;Fa;Fa;No;Unf;0;Unf;0;636;636;GasA;TA;Y;FuseA;1089;661;0;1750;0;0;1;0;3;1;Ex;8;Typ;0;Detchd;1937,0;Unf;1;240;Fa;Po;N;0;0;293;0;0;0;0;6;2006;WD;Abnorml;124000;293;363,8571428571429;293,0045714285714
632;120;RL;34,0;4590;Pave;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;Twnhs;1Story;8;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;Stone;108,0;Gd;TA;PConc;Gd;Gd;Mn;GLQ;24;Unf;0;1530;1554;GasA;Ex;Y;SBrkr;1554;0;0;1554;0;0;2;0;2;1;Gd;6;Typ;1;Attchd;2006,0;RFn;2;627;TA;TA;Y;156;73;0;0;0;0;0;8;2007;WD;Normal;209500;229;363,8133848133848;229,003861003861
633;20;RL;85,0;11900;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;1Story;7;5;1977;1977;Hip;CompShg;Plywood;Plywood;BrkFace;209,0;TA;Gd;CBlock;TA;TA;No;ALQ;822;Unf;0;564;1386;GasA;TA;Y;SBrkr;1411;0;0;1411;0;0;2;0;3;1;TA;6;Typ;1;Attchd;1977,0;Fin;2;544;TA;TA;Y;192;0;0;0;0;0;0;4;2009;WD;Family;82500;192;250,46917080085046;192,00425230333096
